order_id,date,region,category,channel,quantity,unit_price,discount,revenue,month,month_num,quarter,profit_margin,profit
ORD-00239,2023-12-15,South,Electronics,Online,7,274.59,0.1,1729.92,Dec,12,Q4,0.285,493.03
ORD-00240,2023-09-16,South,Food & Beverage,Online,11,14.45,0.2,127.16,Sep,9,Q3,0.156,19.84
ORD-00241,2023-05-28,East,Food & Beverage,In-Store,12,31.21,0.1,337.07,May,5,Q2,0.35,117.97
ORD-00242,2023-09-09,North,Food & Beverage,Online,14,45.58,0.05,606.21,Sep,9,Q3,0.346,209.75
ORD-00243,2023-12-12,East,Electronics,Online,14,295.95,0.0,4143.3,Dec,12,Q4,0.438,1814.77
ORD-00244,2023-05-27,South,Clothing,In-Store,5,99.21,0.0,496.05,May,5,Q2,0.205,101.69
ORD-00245,2023-05-28,North,Clothing,Online,6,106.91,0.0,641.46,May,5,Q2,0.365,234.13
ORD-00246,2023-12-18,West,Clothing,Online,10,58.21,0.05,553.0,Dec,12,Q4,0.252,139.36
ORD-00247,2023-07-18,South,Electronics,Online,8,271.34,0.1,1953.65,Jul,7,Q3,0.295,576.33
ORD-00248,2023-11-04,West,Sports,Wholesale,14,339.48,0.05,4515.08,Nov,11,Q4,0.386,1742.82
ORD-00249,2023-05-08,North,Furniture,In-Store,8,492.02,0.0,3936.16,May,5,Q2,0.178,700.64
ORD-00250,2023-02-08,West,Clothing,Online,3,22.59,0.05,64.38,Feb,2,Q1,0.22,14.16
ORD-00251,2023-12-04,South,Clothing,In-Store,12,164.54,0.15,1678.31,Dec,12,Q4,0.371,622.65
ORD-00252,2023-12-26,East,Clothing,Online,12,196.54,0.05,2240.56,Dec,12,Q4,0.3,672.17
ORD-00253,2023-05-09,West,Food & Beverage,In-Store,14,38.33,0.1,482.96,May,5,Q2,0.132,63.75
ORD-00254,2023-09-24,South,Furniture,In-Store,7,493.04,0.1,3106.15,Sep,9,Q3,0.251,779.64
ORD-00255,2023-05-31,South,Sports,Wholesale,1,355.01,0.15,301.76,May,5,Q2,0.305,92.04
ORD-00256,2023-10-25,North,Furniture,Online,1,861.06,0.1,774.95,Oct,10,Q4,0.418,323.93
ORD-00257,2023-04-09,South,Sports,Wholesale,7,309.18,0.1,1947.83,Apr,4,Q2,0.166,323.34
ORD-00258,2023-09-20,East,Sports,Wholesale,10,194.82,0.0,1948.2,Sep,9,Q3,0.382,744.21
ORD-00259,2023-09-09,East,Electronics,Wholesale,9,771.83,0.0,6946.47,Sep,9,Q3,0.146,1014.18
ORD-00260,2023-05-24,West,Sports,In-Store,7,289.35,0.05,1924.18,May,5,Q2,0.185,355.97
ORD-00261,2023-12-12,West,Electronics,Online,10,353.99,0.0,3539.9,Dec,12,Q4,0.185,654.88
ORD-00262,2023-04-22,West,Food & Beverage,Online,5,29.6,0.2,118.4,Apr,4,Q2,0.407,48.19
ORD-00263,2023-03-01,West,Clothing,Online,8,169.37,0.0,1354.96,Mar,3,Q1,0.17,230.34
ORD-00264,2023-01-02,East,Sports,Online,2,272.25,0.15,462.82,Jan,1,Q1,0.375,173.56
ORD-00265,2023-10-31,North,Sports,In-Store,9,182.15,0.0,1639.35,Oct,10,Q4,0.262,429.51
ORD-00266,2023-09-11,West,Food & Beverage,In-Store,6,41.48,0.0,248.88,Sep,9,Q3,0.45,112.0
ORD-00267,2023-05-20,North,Food & Beverage,Wholesale,13,11.5,0.15,127.08,May,5,Q2,0.394,50.07
ORD-00268,2023-02-06,South,Clothing,Online,9,92.27,0.0,830.43,Feb,2,Q1,0.359,298.12
ORD-00269,2023-06-09,South,Electronics,Online,2,982.78,0.0,1965.56,Jun,6,Q2,0.405,796.05
ORD-00270,2023-01-09,West,Clothing,In-Store,3,59.69,0.0,179.07,Jan,1,Q1,0.322,57.66
ORD-00271,2023-08-21,South,Electronics,Online,12,345.26,0.05,3935.96,Aug,8,Q3,0.395,1554.7
ORD-00272,2023-04-09,North,Food & Beverage,Online,8,57.3,0.0,458.4,Apr,4,Q2,0.191,87.55
ORD-00273,2023-05-27,North,Clothing,Wholesale,1,57.78,0.05,54.89,May,5,Q2,0.134,7.36
ORD-00274,2023-10-31,South,Sports,In-Store,10,126.54,0.05,1202.13,Oct,10,Q4,0.316,379.87
ORD-00275,2023-07-27,West,Food & Beverage,Online,7,58.33,0.1,367.48,Jul,7,Q3,0.252,92.6
ORD-00276,2023-05-11,North,Food & Beverage,In-Store,7,45.41,0.1,286.08,May,5,Q2,0.249,71.23
ORD-00277,2023-06-01,North,Electronics,In-Store,13,884.58,0.05,10924.56,Jun,6,Q2,0.284,3102.58
ORD-00278,2023-02-23,East,Sports,In-Store,1,345.58,0.0,345.58,Feb,2,Q1,0.226,78.1
ORD-00279,2023-04-30,West,Sports,In-Store,9,72.85,0.1,590.08,Apr,4,Q2,0.319,188.24
ORD-00280,2023-06-10,East,Furniture,Online,8,658.88,0.0,5271.04,Jun,6,Q2,0.111,585.09
ORD-00281,2023-04-26,South,Food & Beverage,In-Store,4,32.7,0.05,124.26,Apr,4,Q2,0.439,54.55
ORD-00282,2023-03-16,South,Food & Beverage,Online,10,50.6,0.0,506.0,Mar,3,Q1,0.424,214.54
ORD-00283,2023-04-23,East,Electronics,Online,11,683.55,0.15,6391.19,Apr,4,Q2,0.427,2729.04
ORD-00284,2023-04-14,West,Furniture,Wholesale,5,588.6,0.0,2943.0,Apr,4,Q2,0.228,671.0
ORD-00285,2023-12-06,North,Clothing,In-Store,2,105.99,0.0,211.98,Dec,12,Q4,0.286,60.63
ORD-00286,2023-09-11,South,Electronics,In-Store,13,652.07,0.05,8053.06,Sep,9,Q3,0.434,3495.03
ORD-00287,2023-08-15,West,Clothing,In-Store,9,158.23,0.05,1352.87,Aug,8,Q3,0.416,562.79
ORD-00288,2023-04-22,West,Electronics,Wholesale,12,809.99,0.0,9719.88,Apr,4,Q2,0.377,3664.39
ORD-00289,2023-04-09,South,Electronics,Wholesale,12,814.93,0.05,9290.2,Apr,4,Q2,0.243,2257.52
ORD-00290,2023-06-02,South,Electronics,Online,6,622.8,0.1,3363.12,Jun,6,Q2,0.298,1002.21
ORD-00291,2023-12-15,West,Sports,Online,3,226.51,0.2,543.62,Dec,12,Q4,0.378,205.49
ORD-00292,2023-12-04,North,Furniture,Online,12,691.49,0.05,7882.99,Dec,12,Q4,0.196,1545.07
ORD-00293,2023-07-13,East,Sports,Online,7,335.6,0.0,2349.2,Jul,7,Q3,0.319,749.39
ORD-00294,2023-11-06,South,Clothing,Online,9,145.38,0.0,1308.42,Nov,11,Q4,0.39,510.28
ORD-00295,2023-06-12,East,Clothing,In-Store,3,186.33,0.15,475.14,Jun,6,Q2,0.348,165.35
ORD-00296,2023-07-27,West,Furniture,In-Store,2,752.67,0.1,1354.81,Jul,7,Q3,0.268,363.09
ORD-00297,2023-06-18,East,Clothing,Wholesale,7,121.14,0.0,847.98,Jun,6,Q2,0.305,258.63
ORD-00298,2023-06-10,North,Electronics,In-Store,7,854.98,0.0,5984.86,Jun,6,Q2,0.446,2669.25
ORD-00299,2023-03-09,West,Food & Beverage,In-Store,4,55.95,0.1,201.42,Mar,3,Q1,0.311,62.64
ORD-00300,2023-10-16,North,Electronics,Online,11,800.13,0.0,8801.43,Oct,10,Q4,0.375,3300.54
ORD-00301,2023-10-04,West,Food & Beverage,Online,9,50.36,0.0,453.24,Oct,10,Q4,0.354,160.45
ORD-00302,2023-10-31,North,Food & Beverage,Online,14,42.88,0.0,600.32,Oct,10,Q4,0.346,207.71
ORD-00303,2023-05-15,West,Electronics,In-Store,8,729.53,0.0,5836.24,May,5,Q2,0.351,2048.52
ORD-00304,2023-07-14,North,Electronics,Online,13,403.93,0.0,5251.09,Jul,7,Q3,0.259,1360.03
ORD-00305,2023-05-08,West,Food & Beverage,In-Store,13,28.43,0.1,332.63,May,5,Q2,0.266,88.48
ORD-00306,2023-02-02,North,Furniture,In-Store,1,873.55,0.0,873.55,Feb,2,Q1,0.264,230.62
ORD-00307,2023-06-25,West,Electronics,Online,1,840.65,0.0,840.65,Jun,6,Q2,0.112,94.15
ORD-00308,2023-01-22,North,Sports,Online,5,238.83,0.0,1194.15,Jan,1,Q1,0.184,219.72
ORD-00309,2023-08-26,South,Electronics,Online,6,1129.6,0.0,6777.6,Aug,8,Q3,0.154,1043.75
ORD-00310,2023-06-07,East,Food & Beverage,Online,3,37.26,0.0,111.78,Jun,6,Q2,0.41,45.83
ORD-00311,2023-02-07,West,Sports,In-Store,13,224.65,0.0,2920.45,Feb,2,Q1,0.196,572.41
ORD-00312,2023-08-18,North,Electronics,In-Store,9,947.28,0.1,7672.97,Aug,8,Q3,0.148,1135.6
ORD-00313,2023-12-31,South,Electronics,In-Store,12,898.3,0.0,10779.6,Dec,12,Q4,0.142,1530.7
ORD-00314,2023-02-20,West,Electronics,In-Store,10,352.82,0.0,3528.2,Feb,2,Q1,0.345,1217.23
ORD-00315,2023-09-21,West,Clothing,In-Store,14,104.84,0.0,1467.76,Sep,9,Q3,0.102,149.71
ORD-00316,2023-10-10,West,Electronics,Wholesale,6,646.14,0.05,3683.0,Oct,10,Q4,0.265,976.0
ORD-00317,2023-01-27,East,Food & Beverage,Online,4,25.8,0.15,87.72,Jan,1,Q1,0.142,12.46
ORD-00318,2023-08-14,North,Electronics,In-Store,12,693.16,0.0,8317.92,Aug,8,Q3,0.397,3302.21
ORD-00319,2023-10-04,North,Furniture,Online,7,418.75,0.15,2491.56,Oct,10,Q4,0.435,1083.83
ORD-00320,2023-10-13,West,Sports,Online,8,103.76,0.0,830.08,Oct,10,Q4,0.436,361.91
ORD-00321,2023-04-07,West,Food & Beverage,Online,9,27.68,0.1,224.21,Apr,4,Q2,0.255,57.17
ORD-00322,2023-10-11,West,Food & Beverage,In-Store,13,8.98,0.0,116.74,Oct,10,Q4,0.326,38.06
ORD-00323,2023-11-13,South,Clothing,Online,11,123.64,0.05,1292.04,Nov,11,Q4,0.31,400.53
ORD-00324,2023-10-31,West,Food & Beverage,Online,6,51.95,0.05,296.12,Oct,10,Q4,0.223,66.03
ORD-00325,2023-05-27,East,Furniture,Wholesale,6,674.74,0.0,4048.44,May,5,Q2,0.255,1032.35
ORD-00326,2023-01-04,North,Clothing,In-Store,8,84.87,0.1,611.06,Jan,1,Q1,0.123,75.16
ORD-00327,2023-02-04,East,Electronics,In-Store,12,241.42,0.1,2607.34,Feb,2,Q1,0.378,985.57
ORD-00328,2023-07-11,West,Sports,In-Store,5,104.8,0.0,524.0,Jul,7,Q3,0.184,96.42
ORD-00329,2023-02-18,South,Clothing,Wholesale,14,118.19,0.0,1654.66,Feb,2,Q1,0.261,431.87
ORD-00330,2023-01-17,West,Electronics,In-Store,3,367.41,0.0,1102.23,Jan,1,Q1,0.268,295.4
ORD-00331,2023-06-21,West,Clothing,Online,12,117.92,0.1,1273.54,Jun,6,Q2,0.296,376.97
ORD-00332,2023-08-08,West,Clothing,Wholesale,3,61.69,0.05,175.82,Aug,8,Q3,0.386,67.87
ORD-00333,2023-06-07,West,Food & Beverage,In-Store,13,51.69,0.0,671.97,Jun,6,Q2,0.342,229.81
ORD-00334,2023-02-15,West,Food & Beverage,Online,6,26.85,0.05,153.05,Feb,2,Q1,0.332,50.81
ORD-00335,2023-01-06,North,Food & Beverage,Online,2,18.51,0.15,31.47,Jan,1,Q1,0.284,8.94
ORD-00336,2023-04-09,East,Electronics,Online,6,1002.94,0.05,5716.76,Apr,4,Q2,0.134,766.05
ORD-00337,2023-08-21,South,Clothing,Wholesale,13,81.71,0.1,956.01,Aug,8,Q3,0.241,230.4
ORD-00338,2023-02-06,West,Furniture,Online,6,171.42,0.1,925.67,Feb,2,Q1,0.435,402.67
ORD-00339,2023-10-07,South,Electronics,Wholesale,8,748.93,0.0,5991.44,Oct,10,Q4,0.448,2684.17
ORD-00340,2023-12-15,North,Clothing,Wholesale,7,124.68,0.0,872.76,Dec,12,Q4,0.356,310.7
ORD-00341,2023-10-29,East,Food & Beverage,In-Store,8,44.31,0.1,319.03,Oct,10,Q4,0.18,57.43
ORD-00342,2023-06-30,West,Electronics,In-Store,14,402.23,0.0,5631.22,Jun,6,Q2,0.136,765.85
ORD-00343,2023-04-05,North,Furniture,Online,9,443.89,0.15,3395.76,Apr,4,Q2,0.245,831.96
ORD-00344,2023-04-09,North,Electronics,Online,6,446.49,0.0,2678.94,Apr,4,Q2,0.4,1071.58
ORD-00345,2023-07-07,East,Electronics,Online,14,235.0,0.0,3290.0,Jul,7,Q3,0.353,1161.37
ORD-00346,2023-04-26,West,Electronics,In-Store,3,1070.44,0.15,2729.62,Apr,4,Q2,0.409,1116.41
ORD-00347,2023-07-10,East,Sports,Online,10,299.68,0.05,2846.96,Jul,7,Q3,0.316,899.64
ORD-00348,2023-09-10,East,Food & Beverage,Online,3,21.58,0.0,64.74,Sep,9,Q3,0.146,9.45
ORD-00349,2023-06-10,South,Sports,Online,11,251.77,0.1,2492.52,Jun,6,Q2,0.14,348.95
ORD-00350,2023-09-13,South,Furniture,Wholesale,12,245.04,0.05,2793.46,Sep,9,Q3,0.117,326.83
ORD-00351,2023-11-19,East,Electronics,Online,1,1084.75,0.05,1030.51,Nov,11,Q4,0.298,307.09
ORD-00352,2023-05-08,South,Furniture,Wholesale,11,174.22,0.0,1916.42,May,5,Q2,0.185,354.54
ORD-00353,2023-01-18,North,Furniture,Online,13,83.15,0.1,972.86,Jan,1,Q1,0.357,347.31
ORD-00354,2023-10-08,East,Food & Beverage,In-Store,5,32.61,0.15,138.59,Oct,10,Q4,0.34,47.12
ORD-00355,2023-08-11,West,Electronics,Online,14,762.28,0.0,10671.92,Aug,8,Q3,0.211,2251.78
ORD-00356,2023-02-23,West,Furniture,In-Store,4,554.75,0.15,1886.15,Feb,2,Q1,0.162,305.56
ORD-00357,2023-02-27,North,Electronics,In-Store,9,207.24,0.15,1585.39,Feb,2,Q1,0.136,215.61
ORD-00358,2023-11-19,West,Clothing,Online,9,76.53,0.05,654.33,Nov,11,Q4,0.358,234.25
ORD-00359,2023-12-26,West,Food & Beverage,In-Store,14,32.46,0.05,431.72,Dec,12,Q4,0.258,111.38
ORD-00360,2023-06-23,East,Furniture,In-Store,5,257.59,0.0,1287.95,Jun,6,Q2,0.213,274.33
ORD-00361,2023-10-07,North,Clothing,In-Store,10,177.07,0.0,1770.7,Oct,10,Q4,0.4,708.28
ORD-00362,2023-04-24,East,Clothing,In-Store,4,35.68,0.1,128.45,Apr,4,Q2,0.308,39.56
ORD-00363,2023-10-15,North,Furniture,Online,7,479.66,0.15,2853.98,Oct,10,Q4,0.281,801.97
ORD-00364,2023-12-08,East,Food & Beverage,In-Store,6,43.03,0.05,245.27,Dec,12,Q4,0.36,88.3
ORD-00365,2023-05-31,East,Sports,Wholesale,4,126.85,0.05,482.03,May,5,Q2,0.385,185.58
ORD-00366,2023-05-07,South,Sports,Wholesale,13,260.97,0.0,3392.61,May,5,Q2,0.34,1153.49
ORD-00367,2023-06-04,West,Food & Beverage,Wholesale,13,50.62,0.0,658.06,Jun,6,Q2,0.254,167.15
ORD-00368,2023-09-30,North,Clothing,Online,10,54.26,0.0,542.6,Sep,9,Q3,0.233,126.43
ORD-00369,2023-04-14,West,Food & Beverage,In-Store,2,55.45,0.0,110.9,Apr,4,Q2,0.37,41.03
ORD-00370,2023-10-26,South,Clothing,In-Store,1,119.64,0.05,113.66,Oct,10,Q4,0.281,31.94
ORD-00371,2023-09-03,North,Clothing,Online,4,73.86,0.0,295.44,Sep,9,Q3,0.347,102.52
ORD-00372,2023-06-25,South,Food & Beverage,In-Store,4,28.7,0.1,103.32,Jun,6,Q2,0.412,42.57
ORD-00373,2023-02-08,West,Electronics,In-Store,13,477.8,0.0,6211.4,Feb,2,Q1,0.421,2615.0
ORD-00374,2023-06-19,East,Sports,Online,1,298.29,0.05,283.38,Jun,6,Q2,0.197,55.83
ORD-00375,2023-09-04,South,Furniture,Online,6,732.97,0.05,4177.93,Sep,9,Q3,0.166,693.54
ORD-00376,2023-01-26,South,Food & Beverage,In-Store,4,50.81,0.0,203.24,Jan,1,Q1,0.191,38.82
ORD-00377,2023-12-21,East,Food & Beverage,Online,1,59.22,0.0,59.22,Dec,12,Q4,0.363,21.5
ORD-00378,2023-11-02,West,Sports,Online,1,322.78,0.0,322.78,Nov,11,Q4,0.23,74.24
ORD-00379,2023-01-13,South,Food & Beverage,Online,13,38.08,0.15,420.78,Jan,1,Q1,0.161,67.75
ORD-00380,2023-11-12,West,Food & Beverage,Online,1,23.66,0.0,23.66,Nov,11,Q4,0.134,3.17
ORD-00381,2023-11-09,East,Electronics,Wholesale,8,721.83,0.1,5197.18,Nov,11,Q4,0.215,1117.39
ORD-00382,2023-02-05,North,Furniture,Online,10,113.68,0.2,909.44,Feb,2,Q1,0.148,134.6
ORD-00383,2023-06-22,South,Electronics,In-Store,8,932.07,0.1,6710.9,Jun,6,Q2,0.155,1040.19
ORD-00384,2023-01-20,West,Food & Beverage,Wholesale,2,29.53,0.0,59.06,Jan,1,Q1,0.339,20.02
ORD-00385,2023-11-17,East,Furniture,In-Store,11,96.42,0.15,901.53,Nov,11,Q4,0.107,96.46
ORD-00386,2023-09-21,East,Food & Beverage,Online,13,8.44,0.0,109.72,Sep,9,Q3,0.141,15.47
ORD-00387,2023-05-22,South,Electronics,In-Store,7,556.84,0.0,3897.88,May,5,Q2,0.396,1543.56
ORD-00388,2023-05-23,North,Electronics,Online,14,762.59,0.15,9074.82,May,5,Q2,0.396,3593.63
ORD-00389,2023-04-02,South,Food & Beverage,Online,8,30.53,0.05,232.03,Apr,4,Q2,0.215,49.89
ORD-00390,2023-12-20,West,Electronics,In-Store,8,800.16,0.0,6401.28,Dec,12,Q4,0.131,838.57
ORD-00391,2023-11-18,East,Electronics,In-Store,11,654.31,0.0,7197.41,Nov,11,Q4,0.347,2497.5
ORD-00392,2023-10-15,North,Electronics,In-Store,10,844.79,0.0,8447.9,Oct,10,Q4,0.226,1909.23
ORD-00393,2023-08-03,West,Sports,Wholesale,11,111.08,0.05,1160.79,Aug,8,Q3,0.116,134.65
ORD-00394,2023-12-08,South,Food & Beverage,In-Store,13,11.21,0.0,145.73,Dec,12,Q4,0.155,22.59
ORD-00395,2023-02-20,East,Clothing,In-Store,7,127.36,0.2,713.22,Feb,2,Q1,0.148,105.56
ORD-00396,2023-06-02,South,Clothing,Wholesale,5,107.24,0.15,455.77,Jun,6,Q2,0.306,139.47
ORD-00397,2023-07-05,North,Clothing,Online,1,24.84,0.15,21.11,Jul,7,Q3,0.414,8.74
ORD-00398,2023-03-04,North,Food & Beverage,Online,12,25.93,0.0,311.16,Mar,3,Q1,0.378,117.62
ORD-00399,2023-07-09,North,Food & Beverage,In-Store,9,10.84,0.05,92.68,Jul,7,Q3,0.291,26.97
ORD-00400,2023-05-05,North,Electronics,In-Store,13,707.92,0.15,7822.52,May,5,Q2,0.248,1939.98
ORD-00401,2023-05-30,North,Electronics,Online,7,565.57,0.15,3365.14,May,5,Q2,0.317,1066.75
ORD-00402,2023-11-10,South,Electronics,Online,2,793.81,0.0,1587.62,Nov,11,Q4,0.255,404.84
ORD-00403,2023-02-27,North,Food & Beverage,Online,6,49.31,0.0,295.86,Feb,2,Q1,0.186,55.03
ORD-00404,2023-12-08,North,Food & Beverage,In-Store,2,21.48,0.0,42.96,Dec,12,Q4,0.338,14.52
ORD-00405,2023-11-01,East,Clothing,In-Store,1,193.18,0.05,183.52,Nov,11,Q4,0.406,74.51
ORD-00406,2023-06-29,North,Electronics,Wholesale,14,712.42,0.05,9475.19,Jun,6,Q2,0.231,2188.77
ORD-00407,2023-06-19,East,Electronics,In-Store,7,799.21,0.1,5035.02,Jun,6,Q2,0.395,1988.83
ORD-00408,2023-11-22,East,Sports,In-Store,13,281.85,0.0,3664.05,Nov,11,Q4,0.251,919.68
ORD-00409,2023-09-28,East,Clothing,Online,2,140.01,0.0,280.02,Sep,9,Q3,0.24,67.2
ORD-00410,2023-02-23,South,Food & Beverage,Online,13,33.1,0.0,430.3,Feb,2,Q1,0.11,47.33
ORD-00411,2023-04-11,South,Food & Beverage,Online,14,28.58,0.0,400.12,Apr,4,Q2,0.343,137.24
ORD-00412,2023-09-21,West,Clothing,In-Store,14,29.68,0.0,415.52,Sep,9,Q3,0.383,159.14
ORD-00413,2023-02-22,West,Electronics,Online,2,173.19,0.05,329.06,Feb,2,Q1,0.332,109.25
ORD-00414,2023-03-01,East,Electronics,In-Store,13,525.86,0.05,6494.37,Mar,3,Q1,0.153,993.64
ORD-00415,2023-04-18,South,Food & Beverage,In-Store,11,23.35,0.1,231.17,Apr,4,Q2,0.136,31.44
ORD-00416,2023-01-05,North,Food & Beverage,Online,5,26.32,0.0,131.6,Jan,1,Q1,0.301,39.61
ORD-00417,2023-04-13,West,Food & Beverage,Wholesale,14,12.61,0.0,176.54,Apr,4,Q2,0.241,42.55
ORD-00418,2023-07-15,South,Furniture,In-Store,5,685.3,0.0,3426.5,Jul,7,Q3,0.25,856.62
ORD-00419,2023-09-19,North,Electronics,Online,7,1049.81,0.15,6246.37,Sep,9,Q3,0.439,2742.16
ORD-00420,2023-12-31,North,Sports,Online,1,377.32,0.0,377.32,Dec,12,Q4,0.353,133.19
ORD-00421,2023-12-16,South,Food & Beverage,In-Store,8,32.08,0.1,230.98,Dec,12,Q4,0.244,56.36
ORD-00422,2023-02-16,West,Clothing,Online,3,146.16,0.0,438.48,Feb,2,Q1,0.107,46.92
ORD-00423,2023-12-21,South,Sports,Online,4,346.55,0.15,1178.27,Dec,12,Q4,0.112,131.97
ORD-00424,2023-11-07,West,Food & Beverage,In-Store,9,28.01,0.1,226.88,Nov,11,Q4,0.34,77.14
ORD-00425,2023-11-04,East,Furniture,Wholesale,4,333.72,0.0,1334.88,Nov,11,Q4,0.393,524.61
ORD-00426,2023-05-24,South,Food & Beverage,Online,10,56.52,0.05,536.94,May,5,Q2,0.348,186.86
ORD-00427,2023-09-26,South,Food & Beverage,Wholesale,12,33.36,0.0,400.32,Sep,9,Q3,0.242,96.88
ORD-00428,2023-05-04,West,Food & Beverage,In-Store,5,32.35,0.15,137.49,May,5,Q2,0.111,15.26
ORD-00429,2023-04-16,West,Electronics,Online,7,337.34,0.0,2361.38,Apr,4,Q2,0.439,1036.65
ORD-00430,2023-06-07,South,Clothing,In-Store,4,39.47,0.0,157.88,Jun,6,Q2,0.445,70.26
ORD-00431,2023-05-27,North,Sports,Online,14,341.58,0.1,4303.91,May,5,Q2,0.292,1256.74
ORD-00432,2023-05-25,North,Electronics,Online,1,794.84,0.1,715.36,May,5,Q2,0.125,89.42
ORD-00433,2023-04-30,North,Clothing,In-Store,9,78.65,0.0,707.85,Apr,4,Q2,0.289,204.57
ORD-00434,2023-11-15,East,Clothing,In-Store,4,54.51,0.05,207.14,Nov,11,Q4,0.412,85.34
ORD-00435,2023-10-02,East,Clothing,Online,9,119.99,0.0,1079.91,Oct,10,Q4,0.338,365.01
ORD-00436,2023-04-02,West,Food & Beverage,Wholesale,6,37.12,0.0,222.72,Apr,4,Q2,0.352,78.4
ORD-00437,2023-02-27,East,Sports,In-Store,1,106.59,0.05,101.26,Feb,2,Q1,0.13,13.16
ORD-00438,2023-12-12,North,Electronics,Wholesale,12,1043.98,0.0,12527.76,Dec,12,Q4,0.137,1716.3
ORD-00439,2023-08-17,South,Electronics,Online,3,238.48,0.0,715.44,Aug,8,Q3,0.145,103.74
ORD-00440,2023-04-27,East,Electronics,Wholesale,11,523.9,0.1,5186.61,Apr,4,Q2,0.417,2162.82
ORD-00441,2023-11-14,East,Sports,Online,2,281.74,0.0,563.48,Nov,11,Q4,0.284,160.03
ORD-00442,2023-10-06,North,Food & Beverage,Online,9,20.08,0.05,171.68,Oct,10,Q4,0.377,64.72
ORD-00443,2023-05-07,East,Clothing,In-Store,12,168.98,0.0,2027.76,May,5,Q2,0.14,283.89
ORD-00444,2023-05-09,West,Food & Beverage,In-Store,1,45.69,0.0,45.69,May,5,Q2,0.425,19.42
ORD-00445,2023-02-27,South,Sports,In-Store,13,321.94,0.0,4185.22,Feb,2,Q1,0.387,1619.68
ORD-00446,2023-05-02,North,Food & Beverage,Online,14,11.55,0.05,153.62,May,5,Q2,0.179,27.5
ORD-00447,2023-01-01,West,Sports,Online,9,82.0,0.1,664.2,Jan,1,Q1,0.406,269.67
ORD-00448,2023-08-27,North,Clothing,In-Store,9,71.57,0.0,644.13,Aug,8,Q3,0.192,123.67
ORD-00449,2023-10-17,West,Food & Beverage,Online,8,33.49,0.0,267.92,Oct,10,Q4,0.172,46.08
ORD-00450,2023-04-06,South,Furniture,In-Store,8,693.37,0.15,4714.92,Apr,4,Q2,0.192,905.26
ORD-00451,2023-05-06,South,Food & Beverage,Online,11,51.01,0.0,561.11,May,5,Q2,0.418,234.54
ORD-00452,2023-04-28,West,Food & Beverage,Wholesale,14,43.74,0.15,520.51,Apr,4,Q2,0.42,218.61
ORD-00453,2023-02-17,West,Food & Beverage,In-Store,12,56.07,0.0,672.84,Feb,2,Q1,0.215,144.66
ORD-00454,2023-03-30,West,Food & Beverage,In-Store,1,45.63,0.1,41.07,Mar,3,Q1,0.347,14.25
ORD-00455,2023-08-25,West,Electronics,Wholesale,11,471.58,0.0,5187.38,Aug,8,Q3,0.337,1748.15
ORD-00456,2023-09-29,West,Furniture,In-Store,8,297.37,0.15,2022.12,Sep,9,Q3,0.382,772.45
ORD-00457,2023-07-08,West,Sports,Online,10,287.59,0.1,2588.31,Jul,7,Q3,0.204,528.02
ORD-00458,2023-07-11,South,Sports,Online,14,101.36,0.0,1419.04,Jul,7,Q3,0.279,395.91
ORD-00459,2023-03-10,West,Electronics,In-Store,3,247.35,0.0,742.05,Mar,3,Q1,0.334,247.84
ORD-00460,2023-10-05,East,Electronics,Online,11,708.83,0.1,7017.42,Oct,10,Q4,0.109,764.9
ORD-00461,2023-12-15,South,Electronics,In-Store,7,1012.72,0.05,6734.59,Dec,12,Q4,0.232,1562.42
ORD-00462,2023-09-04,North,Food & Beverage,Online,11,10.58,0.0,116.38,Sep,9,Q3,0.344,40.03
ORD-00463,2023-03-17,South,Food & Beverage,Online,1,48.55,0.0,48.55,Mar,3,Q1,0.188,9.13
ORD-00464,2023-06-03,North,Electronics,In-Store,1,1002.15,0.1,901.94,Jun,6,Q2,0.435,392.34
ORD-00465,2023-05-24,North,Furniture,Wholesale,10,475.46,0.0,4754.6,May,5,Q2,0.111,527.76
ORD-00466,2023-03-27,East,Food & Beverage,In-Store,13,8.15,0.05,100.65,Mar,3,Q1,0.435,43.78
ORD-00467,2023-07-04,West,Food & Beverage,Wholesale,5,14.6,0.0,73.0,Jul,7,Q3,0.176,12.85
ORD-00468,2023-10-12,West,Furniture,Wholesale,5,660.09,0.15,2805.38,Oct,10,Q4,0.117,328.23
ORD-00469,2023-08-08,South,Furniture,Online,8,663.66,0.15,4512.89,Aug,8,Q3,0.202,911.6
ORD-00470,2023-03-10,West,Furniture,Online,7,816.65,0.2,4573.24,Mar,3,Q1,0.375,1714.96
ORD-00471,2023-02-16,East,Clothing,In-Store,8,124.88,0.0,999.04,Feb,2,Q1,0.363,362.65
ORD-00472,2023-04-04,South,Furniture,Wholesale,6,181.77,0.15,927.03,Apr,4,Q2,0.173,160.38
ORD-00473,2023-08-26,South,Food & Beverage,In-Store,6,11.68,0.0,70.08,Aug,8,Q3,0.169,11.84
ORD-00474,2023-07-23,South,Sports,Wholesale,2,296.82,0.05,563.96,Jul,7,Q3,0.325,183.29
ORD-00475,2023-08-06,West,Food & Beverage,Online,6,15.11,0.05,86.13,Aug,8,Q3,0.26,22.39
ORD-00476,2023-12-07,West,Food & Beverage,Online,5,23.06,0.0,115.3,Dec,12,Q4,0.377,43.47
